listing_id,date
3820211,2019-03-21
3820211,2019-04-10
3820211,2019-04-30
3820211,2019-05-04
3820211,2019-05-11
3820211,2019-05-12
3820211,2019-05-22
3820211,2019-05-24
3820211,2019-06-02
3820211,2019-08-11
3820211,2019-08-14
3820211,2019-08-18
3820211,2019-09-08
3820211,2019-09-09
3820211,2019-09-15
3820211,2019-09-22
3820211,2019-09-29
3820211,2019-10-03
3820211,2019-10-12
3820211,2019-10-14
3820211,2019-10-17
3820211,2019-10-20
3820211,2019-10-22
3820211,2019-10-27
3820211,2019-11-17
3820211,2019-11-21
3820211,2020-06-05
3820211,2020-06-15
3820211,2020-12-30
3820211,2021-01-02
3820211,2021-03-14
3820211,2021-03-27
3820211,2021-03-28
3820211,2022-06-11
3820211,2022-08-25
3820211,2022-09-04
3820211,2022-10-01
3820211,2023-02-23
3820211,2023-03-19
3820211,2023-05-29
3820211,2023-08-14
3820211,2023-08-24
3820211,2023-08-28
3820211,2023-11-08
3820211,2023-11-19
3820211,2024-02-18
3820211,2024-02-28
3820211,2024-03-25
3820211,2024-03-30
3820211,2024-03-31
3820211,2024-04-02
3820211,2024-04-08
3820211,2024-04-16
3820211,2024-04-23
3820211,2024-04-28
3820211,2024-05-05
3820211,2024-07-06
3820211,2024-07-26
3820211,2024-07-31
3820211,2024-10-14
3820211,2025-01-09
3820211,2025-03-29
3820211,2025-05-28
3820211,2025-06-30
3820211,2025-08-04
3820211,2025-10-15
3820211,2025-10-20
3820211,2025-10-22
5651579,2015-05-08
5651579,2015-05-15
5651579,2015-07-31
5651579,2015-10-12
5651579,2015-10-17
5651579,2016-01-30
5651579,2016-02-25
5651579,2016-03-10
5651579,2016-03-19
5651579,2016-03-24
5651579,2016-04-06
5651579,2016-04-17
5651579,2016-05-01
5651579,2016-07-28
5651579,2016-08-07
5651579,2016-08-12
5651579,2016-08-26
5651579,2016-09-05
5651579,2016-09-14
5651579,2016-09-19
5651579,2016-09-23
5651579,2016-10-01
5651579,2016-10-04
5651579,2016-10-06
5651579,2016-10-10
5651579,2016-10-14
5651579,2016-10-17
5651579,2016-10-17
5651579,2016-10-21
5651579,2016-10-23
5651579,2016-10-27
5651579,2016-10-30
5651579,2016-11-12
5651579,2016-11-13
5651579,2016-11-18
5651579,2016-11-27
5651579,2016-12-03
5651579,2016-12-04
5651579,2016-12-19
5651579,2017-01-01
5651579,2017-01-05
5651579,2017-01-07
5651579,2017-01-17
5651579,2017-01-19
5651579,2017-01-21
5651579,2017-01-25
5651579,2017-01-26
5651579,2017-01-30
5651579,2017-02-01
5651579,2017-02-04
5651579,2017-02-17
5651579,2017-02-19
5651579,2017-02-23
5651579,2017-02-25
5651579,2017-02-26
5651579,2017-03-01
5651579,2017-03-02
5651579,2017-03-05
5651579,2017-03-11
5651579,2017-03-12
5651579,2017-03-13
5651579,2017-03-14
5651579,2017-03-24
5651579,2017-03-30
5651579,2017-04-01
5651579,2017-04-02
5651579,2017-04-08
5651579,2017-04-09
5651579,2017-04-25
5651579,2017-04-26
5651579,2017-04-30
5651579,2017-05-08
5651579,2017-05-12
5651579,2017-05-14
5651579,2017-05-19
5651579,2017-05-28
5651579,2017-05-30
5651579,2017-06-01
5651579,2017-06-03
5651579,2017-06-04
5651579,2017-06-11
5651579,2017-06-12
5651579,2017-06-15
5651579,2017-06-16
5651579,2017-06-18
5651579,2017-06-22
5651579,2017-06-26
5651579,2017-07-02
5651579,2017-07-13
5651579,2017-07-18
5651579,2017-07-21
5651579,2017-07-27
5651579,2017-07-28
5651579,2017-07-31
5651579,2017-08-12
5651579,2017-08-14
5651579,2017-08-17
5651579,2017-08-25
5651579,2017-08-27
5651579,2017-08-28
5651579,2017-09-03
5651579,2017-11-19
5651579,2017-11-22
5651579,2017-11-28
5651579,2017-12-07
5651579,2017-12-12
5651579,2017-12-13
5651579,2017-12-15
5651579,2017-12-19
5651579,2017-12-26
5651579,2017-12-27
5651579,2017-12-28
5651579,2017-12-30
5651579,2017-12-31
5651579,2018-01-07
5651579,2018-01-09
5651579,2018-01-10
5651579,2018-01-11
5651579,2018-01-18
5651579,2018-01-21
5651579,2018-01-23
5651579,2018-01-24
5651579,2018-01-25
5651579,2018-01-30
5651579,2018-02-01
5651579,2018-02-03
5651579,2018-02-06
5651579,2018-02-08
5651579,2018-02-14
5651579,2018-02-16
5651579,2018-02-19
5651579,2018-02-20
5651579,2018-02-24
5651579,2018-03-03
5651579,2018-03-04
5651579,2018-03-06
5651579,2018-03-08
5651579,2018-03-11
5651579,2018-03-17
5651579,2018-03-18
5651579,2018-03-19
5651579,2018-04-01
5651579,2018-04-10
5651579,2018-04-12
5651579,2018-04-13
5651579,2018-04-15
5651579,2018-04-19
5651579,2018-04-20
5651579,2018-04-26
5651579,2018-04-29
5651579,2018-05-04
5651579,2018-05-20
5651579,2018-05-21
5651579,2018-05-24
5651579,2018-05-30
5651579,2018-06-02
5651579,2018-06-03
5651579,2018-06-04
5651579,2018-06-06
5651579,2018-06-07
5651579,2018-06-10
5651579,2018-06-12
5651579,2018-06-14
5651579,2018-06-15
5651579,2018-06-17
5651579,2018-06-17
5651579,2018-06-23
5651579,2018-06-24
5651579,2018-06-27
5651579,2018-07-08
5651579,2018-07-11
5651579,2018-07-22
5651579,2018-07-25
5651579,2018-07-28
5651579,2018-07-30
5651579,2018-08-09
5651579,2018-08-10
5651579,2018-08-14
5651579,2018-08-19
5651579,2018-08-21
5651579,2018-08-23
5651579,2018-08-24
5651579,2018-08-29
5651579,2018-08-30
5651579,2018-09-04
5651579,2018-09-09
5651579,2018-09-16
5651579,2018-09-17
5651579,2018-09-18
5651579,2018-09-28
5651579,2018-09-29
5651579,2018-09-30
5651579,2018-10-01
5651579,2018-10-04
5651579,2018-10-06
5651579,2018-10-08
5651579,2018-10-16
5651579,2018-10-18
5651579,2018-10-20
5651579,2018-10-23
5651579,2018-10-25
5651579,2018-10-30
5651579,2018-11-02
5651579,2018-11-08
5651579,2018-11-11
5651579,2018-11-18
5651579,2018-11-19
5651579,2018-11-25
5651579,2018-12-04
5651579,2018-12-06
5651579,2018-12-07
5651579,2018-12-14
5651579,2018-12-16
5651579,2018-12-20
5651579,2018-12-23
5651579,2018-12-29
5651579,2019-01-05
5651579,2019-01-10
5651579,2019-01-12
5651579,2019-01-15
5651579,2019-01-17
5651579,2019-01-18
5651579,2019-01-19
5651579,2019-01-28
5651579,2019-01-30
5651579,2019-01-31
5651579,2019-02-02
5651579,2019-02-04
5651579,2019-02-12
5651579,2019-02-14
5651579,2019-02-16
5651579,2019-02-18
5651579,2019-02-25
5651579,2019-03-06
5651579,2019-03-10
5651579,2019-03-11
5651579,2019-03-12
5651579,2019-03-18
5651579,2019-03-19
5651579,2019-03-20
5651579,2019-03-22
5651579,2019-03-23
5651579,2019-03-25
5651579,2019-03-31
5651579,2019-04-01
5651579,2019-04-06
5651579,2019-04-12
5651579,2019-04-13
5651579,2019-04-14
5651579,2019-04-19
5651579,2019-04-21
5651579,2019-04-22
5651579,2019-04-26
5651579,2019-05-04
5651579,2019-05-06
5651579,2019-05-08
5651579,2019-05-09
5651579,2019-05-11
5651579,2019-05-15
5651579,2019-05-17
5651579,2019-05-29
5651579,2019-06-02
5651579,2019-06-10
5651579,2019-06-14
5651579,2019-06-15
5651579,2019-06-18
5651579,2019-06-20
5651579,2019-06-23
5651579,2019-07-04
5651579,2019-07-07
5651579,2019-07-10
5651579,2019-08-01
5651579,2019-08-18
5651579,2019-08-24
5651579,2019-09-06
5651579,2019-09-20
5651579,2019-09-22
5651579,2019-09-28
5651579,2019-09-29
5651579,2019-10-03
5651579,2019-10-06
5651579,2019-10-20
5651579,2019-11-02
5651579,2019-11-08
5651579,2019-11-19
5651579,2019-12-12
5651579,2020-01-02
5651579,2020-01-22
5651579,2020-01-23
5651579,2020-02-15
5651579,2020-03-11
5651579,2020-04-13
5651579,2020-06-14
5651579,2020-07-13
5651579,2020-10-25
5651579,2021-01-08
5651579,2021-12-30
5651579,2022-05-29
5651579,2022-08-08
5651579,2022-09-17
5651579,2022-09-23
5651579,2022-10-07
5651579,2022-10-10
5651579,2022-12-22
5651579,2023-02-08
5651579,2023-03-06
5651579,2023-03-12
5651579,2023-03-16
5651579,2023-03-20
5651579,2023-03-25
5651579,2023-03-31
5651579,2023-04-10
5651579,2023-04-15
5651579,2023-04-22
5651579,2023-05-05
5651579,2023-05-09
5651579,2023-06-18
5651579,2023-06-24
5651579,2023-07-16
5651579,2023-07-26
5651579,2023-07-29
5651579,2023-08-04
5651579,2023-08-15
5651579,2023-08-23
5651579,2023-08-29
5651579,2023-09-04
5651579,2023-09-08
5651579,2023-09-18
5651579,2023-10-24
5651579,2023-10-27
5651579,2023-11-10
5651579,2023-11-12
5651579,2024-02-01
5651579,2024-02-15
5651579,2024-02-18
5651579,2024-02-24
5651579,2024-03-07
5651579,2024-03-13
5651579,2024-03-25
5651579,2024-03-31
5651579,2024-04-04
5651579,2024-04-16
5651579,2024-04-21
5651579,2024-05-12
5651579,2024-05-23
5651579,2024-05-25
5651579,2024-06-04
5651579,2024-06-10
5651579,2024-06-13
5651579,2024-06-17
5651579,2024-06-18
5651579,2024-06-23
5651579,2024-07-01
5651579,2024-07-02
5651579,2024-07-07
5651579,2024-07-08
5651579,2024-07-11
5651579,2024-07-19
5651579,2024-07-23
5651579,2024-08-02
5651579,2024-08-04
5651579,2024-08-06
5651579,2024-08-20
5651579,2024-08-23
5651579,2024-08-26
5651579,2024-08-27
5651579,2024-09-30
5651579,2024-10-01
5651579,2024-10-11
5651579,2024-10-28
5651579,2025-02-16
5651579,2025-08-04
5651579,2025-09-15
5651579,2025-09-26
5651579,2025-09-30
5651579,2025-10-20
5651579,2025-10-30
6623339,2015-06-07
6623339,2015-06-13
6623339,2015-06-14
6623339,2015-06-19
6623339,2015-06-24
6623339,2015-06-27
6623339,2015-06-28
6623339,2015-06-29
6623339,2015-06-30
6623339,2015-07-03
6623339,2015-07-06
6623339,2015-07-11
6623339,2015-07-12
6623339,2015-07-14
6623339,2015-07-16
6623339,2015-07-19
6623339,2015-07-21
6623339,2015-07-22
6623339,2015-07-24
6623339,2015-07-30
6623339,2015-08-15
6623339,2015-12-13
6623339,2015-12-27
6623339,2015-12-28
6623339,2015-12-30
6623339,2016-01-01
6623339,2016-01-02
6623339,2016-01-08
6623339,2016-01-09
6623339,2016-02-14
6623339,2016-02-16
6623339,2016-02-24
6623339,2016-03-02
6623339,2016-03-08
6623339,2016-03-10
6623339,2016-03-10
6623339,2016-03-13
6623339,2016-03-22
6623339,2016-03-24
6623339,2016-03-31
6623339,2016-04-02
6623339,2016-04-04
6623339,2016-04-09
6623339,2016-04-24
6623339,2016-05-01
6623339,2016-05-07
6623339,2016-05-08
6623339,2016-05-10
6623339,2016-05-13
6623339,2016-05-13
6623339,2016-05-18
6623339,2016-05-20
6623339,2016-05-23
6623339,2016-05-30
6623339,2016-06-05
6623339,2016-06-10
6623339,2016-06-23
6623339,2016-07-05
6623339,2016-07-25
6623339,2016-07-25
6623339,2017-04-17
6623339,2017-04-20
6623339,2017-04-22
6623339,2017-04-23
6623339,2017-04-25
6623339,2017-04-27
6623339,2017-04-30
6623339,2017-05-11
6623339,2017-05-14
6623339,2017-05-20
6623339,2017-05-24
6623339,2017-05-29
6623339,2017-06-04
6623339,2017-06-08
6623339,2017-06-11
6623339,2017-06-17
6623339,2017-06-25
6623339,2017-06-29
6623339,2017-07-01
6623339,2017-08-31
6623339,2017-09-05
6623339,2017-09-10
6623339,2017-09-17
6623339,2017-09-24
6623339,2017-09-26
6623339,2017-09-30
6623339,2017-10-02
6623339,2017-10-04
6623339,2017-10-05
6623339,2017-10-06
6623339,2017-10-07
6623339,2017-10-09
6623339,2017-10-11
6623339,2017-10-12
6623339,2017-10-15
6623339,2017-10-17
6623339,2017-10-18
6623339,2017-10-22
6623339,2017-10-23
6623339,2017-10-29
6623339,2017-11-03
6623339,2017-11-04
6623339,2017-11-05
6623339,2017-11-09
6623339,2017-11-11
6623339,2017-11-12
6623339,2017-11-15
6623339,2017-11-16
6623339,2017-11-17
6623339,2017-11-18
6623339,2017-11-24
6623339,2017-12-03
6623339,2017-12-04
6623339,2017-12-06
6623339,2017-12-10
6623339,2017-12-15
6623339,2017-12-17
6623339,2017-12-19
6623339,2017-12-21
6623339,2017-12-22
6623339,2017-12-23
6623339,2017-12-24
6623339,2017-12-26
6623339,2017-12-27
6623339,2017-12-30
6623339,2018-01-04
6623339,2018-01-15
6623339,2018-01-23
6623339,2018-01-25
6623339,2018-01-27
6623339,2018-01-28
6623339,2018-01-29
6623339,2018-02-02
6623339,2018-02-03
6623339,2018-02-04
6623339,2018-02-14
6623339,2018-02-16
6623339,2018-02-18
6623339,2018-02-19
6623339,2018-02-23
6623339,2018-02-25
6623339,2018-02-28
6623339,2018-03-01
6623339,2018-03-02
6623339,2018-03-05
6623339,2018-03-07
6623339,2018-03-15
6623339,2018-03-17
6623339,2018-03-21
6623339,2018-03-23
6623339,2018-03-25
6623339,2018-03-28
6623339,2018-03-30
6623339,2018-04-01
6623339,2018-04-03
6623339,2018-04-07
6623339,2018-04-08
6623339,2018-04-13
6623339,2018-04-15
6623339,2018-04-18
6623339,2018-04-21
6623339,2018-04-22
6623339,2018-04-24
6623339,2018-05-03
6623339,2018-05-07
6623339,2018-05-09
6623339,2018-05-13
6623339,2018-05-15
6623339,2018-05-18
6623339,2018-05-22
6623339,2018-07-31
6623339,2018-08-02
6623339,2018-08-04
6623339,2018-08-07
6623339,2018-08-09
6623339,2018-08-12
6623339,2018-08-17
6623339,2018-08-26
6623339,2018-08-27
6623339,2018-08-29
6623339,2018-08-30
6623339,2018-09-03
6623339,2018-09-10
6623339,2018-09-15
6623339,2018-09-22
6623339,2018-09-23
6623339,2018-09-26
6623339,2018-09-29
6623339,2018-09-30
6623339,2018-10-06
6623339,2018-10-07
6623339,2018-10-08
6623339,2018-10-10
6623339,2018-10-12
6623339,2018-10-14
6623339,2018-10-17
6623339,2018-10-19
6623339,2018-10-27
6623339,2018-11-05
6623339,2018-11-07
6623339,2018-11-09
6623339,2018-11-12
6623339,2018-11-21
6623339,2018-11-25
6623339,2018-12-02
6623339,2018-12-05
6623339,2018-12-09
6623339,2018-12-24
6623339,2018-12-30
6623339,2019-01-16
6623339,2019-01-17
6623339,2019-01-23
6623339,2019-01-25
6623339,2019-02-13
6623339,2019-02-24
6623339,2019-03-02
6623339,2019-03-03
6623339,2019-03-09
6623339,2019-03-16
6623339,2019-03-17
6623339,2019-03-19
6623339,2019-03-24
6623339,2019-03-27
6623339,2019-03-30
6623339,2019-04-03
6623339,2019-04-10
6623339,2019-04-14
6623339,2019-04-18
6623339,2019-04-27
6623339,2019-05-04
6623339,2019-05-05
6623339,2019-05-06
6623339,2019-05-08
6623339,2019-05-12
6623339,2019-05-17
6623339,2019-06-22
6623339,2019-06-23
6623339,2019-06-28
6623339,2019-07-03
6623339,2019-07-06
6623339,2019-07-07
6623339,2019-07-14
6623339,2019-07-17
6623339,2019-07-21
6623339,2019-07-24
6623339,2019-08-10
6623339,2019-08-14
6623339,2019-08-20
6623339,2019-08-29
6623339,2019-09-08
6623339,2019-09-13
6623339,2019-09-21
6623339,2019-09-22
6623339,2019-09-26
6623339,2019-10-07
6623339,2019-10-14
6623339,2019-10-20
6623339,2019-10-27
6623339,2019-11-03
6623339,2019-11-17
6623339,2019-12-08
6623339,2019-12-23
6623339,2019-12-28
6623339,2019-12-30
6623339,2020-01-02
6623339,2020-02-01
6623339,2020-02-14
6623339,2020-02-15
6623339,2020-03-01
6623339,2020-03-07
6623339,2020-07-09
6623339,2020-07-19
6623339,2020-07-25
6623339,2020-10-04
6623339,2020-10-11
6623339,2020-11-08
6623339,2020-12-29
6623339,2021-01-27
6623339,2021-04-05
6623339,2021-04-15
6623339,2021-04-18
6623339,2021-05-05
6623339,2021-05-15
6623339,2021-05-16
6623339,2021-05-21
6623339,2021-05-23
6623339,2021-05-28
6623339,2021-12-31
6623339,2022-01-02
6623339,2022-05-21
6623339,2022-05-30
6623339,2022-07-10
6623339,2022-07-23
6623339,2022-07-25
6623339,2022-08-31
6623339,2022-09-04
6623339,2022-09-08
6623339,2022-09-11
6623339,2022-10-01
6623339,2022-10-12
6623339,2022-10-16
6623339,2023-03-31
6623339,2023-04-02
6623339,2023-11-19
6623339,2023-11-27
6623339,2023-12-10
6623339,2023-12-26
6623339,2024-03-24
6623339,2024-03-30
6623339,2024-04-01
6623339,2024-04-09
6623339,2024-04-16
6623339,2024-04-21
6623339,2024-04-24
6623339,2024-04-27
6623339,2024-05-05
6623339,2024-05-12
6623339,2024-06-21
6623339,2024-06-23
6623339,2024-06-29
6623339,2024-06-30
6623339,2024-07-02
6623339,2024-07-20
6623339,2024-07-22
6623339,2024-07-24
6623339,2024-07-25
6623339,2024-07-28
6623339,2024-07-31
6623339,2024-11-30
6623339,2025-02-01
6623339,2025-02-09
6623339,2025-06-30
9005989,2016-08-07
9005989,2016-08-12
9005989,2016-08-16
9005989,2016-08-19
9005989,2016-08-20
9005989,2016-08-21
9005989,2016-08-23
9005989,2016-08-26
9005989,2016-08-28
9005989,2016-08-28
9005989,2016-09-01
9005989,2016-09-03
9005989,2016-09-04
9005989,2016-09-07
9005989,2016-09-08
9005989,2016-09-09
9005989,2016-09-11
9005989,2016-09-14
9005989,2016-09-15
9005989,2016-09-16
9005989,2016-09-18
9005989,2016-10-01
9005989,2016-10-03
9005989,2016-10-10
9005989,2016-10-15
9005989,2016-10-16
9005989,2016-10-19
9005989,2016-10-20
9005989,2016-10-23
9005989,2016-10-24
9005989,2016-10-30
9005989,2016-11-07
9005989,2016-11-11
9005989,2016-11-13
9005989,2016-11-20
9005989,2016-11-23
9005989,2016-11-26
9005989,2016-11-27
9005989,2016-12-01
9005989,2016-12-08
9005989,2016-12-09
9005989,2016-12-10
9005989,2016-12-18
9005989,2016-12-26
9005989,2017-01-01
9005989,2017-01-02
9005989,2017-01-11
9005989,2017-01-23
9005989,2017-01-26
9005989,2017-01-29
9005989,2017-02-04
9005989,2017-02-10
9005989,2017-02-11
9005989,2017-02-23
9005989,2017-03-11
9005989,2017-03-13
9005989,2017-03-24
9005989,2017-03-25
9005989,2017-03-26
9005989,2017-03-29
9005989,2017-03-30
9005989,2017-04-01
9005989,2017-04-14
9005989,2017-04-16
9005989,2017-04-17
9005989,2017-04-19
9005989,2017-04-21
9005989,2017-04-23
9005989,2017-04-24
9005989,2017-04-27
9005989,2017-04-28
9005989,2017-04-30
9005989,2017-05-10
9005989,2017-05-16
9005989,2017-05-17
9005989,2017-05-19
9005989,2017-05-22
9005989,2017-05-24
9005989,2017-05-25
9005989,2017-05-30
9005989,2017-06-02
9005989,2017-06-05
9005989,2017-06-08
9005989,2017-06-12
9005989,2017-06-13
9005989,2017-06-17
9005989,2017-06-22
9005989,2017-07-05
9005989,2017-07-07
9005989,2017-07-16
9005989,2017-07-24
9005989,2017-07-27
9005989,2017-07-28
9005989,2017-07-30
9005989,2017-08-02
9005989,2017-08-04
9005989,2017-08-06
9005989,2017-08-07
9005989,2017-08-09
9005989,2017-08-14
9005989,2017-08-16
9005989,2017-08-17
9005989,2017-08-19
9005989,2017-08-20
9005989,2017-08-22
9005989,2017-08-24
9005989,2017-08-27
9005989,2017-08-31
9005989,2017-09-04
9005989,2017-09-07
9005989,2017-09-09
9005989,2017-09-15
9005989,2017-09-17
9005989,2017-09-21
9005989,2017-09-26
9005989,2017-10-01
9005989,2017-10-04
9005989,2017-10-06
9005989,2017-10-07
9005989,2017-10-09
9005989,2017-10-12
9005989,2017-10-14
9005989,2017-10-15
9005989,2017-10-20
9005989,2017-10-24
9005989,2017-10-26
9005989,2017-10-27
9005989,2017-10-28
9005989,2017-10-29
9005989,2017-11-03
9005989,2017-11-11
9005989,2017-11-13
9005989,2017-11-15
9005989,2017-11-16
9005989,2017-11-17
9005989,2017-11-19
9005989,2017-11-22
9005989,2017-11-25
9005989,2017-11-30
9005989,2017-12-03
9005989,2017-12-07
9005989,2017-12-08
9005989,2017-12-09
9005989,2017-12-10
9005989,2017-12-12
9005989,2017-12-17
9005989,2017-12-19
9005989,2017-12-22
9005989,2017-12-28
9005989,2017-12-30
9005989,2018-01-09
9005989,2018-01-10
9005989,2018-01-14
9005989,2018-01-21
9005989,2018-01-23
9005989,2018-01-28
9005989,2018-01-31
9005989,2018-02-03
9005989,2018-02-04
9005989,2018-02-06
9005989,2018-02-13
9005989,2018-02-14
9005989,2018-02-21
9005989,2018-02-23
9005989,2018-02-28
9005989,2018-03-04
9005989,2018-03-11
9005989,2018-03-16
9005989,2018-03-17
9005989,2018-03-18
9005989,2018-03-21
9005989,2018-03-27
9005989,2018-03-28
9005989,2018-03-31
9005989,2018-04-15
9005989,2018-04-21
9005989,2018-04-22
9005989,2018-04-23
9005989,2018-04-26
9005989,2018-04-27
9005989,2018-04-29
9005989,2018-05-05
9005989,2018-05-06
9005989,2018-05-07
9005989,2018-05-08
9005989,2018-05-20
9005989,2018-05-25
9005989,2018-05-27
9005989,2018-05-29
9005989,2018-06-05
9005989,2018-06-07
9005989,2018-06-09
9005989,2018-06-10
9005989,2018-06-12
9005989,2018-06-17
9005989,2018-06-20
9005989,2018-06-24
9005989,2018-06-25
9005989,2018-06-27
9005989,2018-07-02
9005989,2018-07-20
9005989,2018-07-23
9005989,2018-07-30
9005989,2018-08-05
9005989,2018-08-11
9005989,2018-08-12
9005989,2018-08-15
9005989,2018-08-16
9005989,2018-08-21
9005989,2018-08-30
9005989,2018-09-02
9005989,2018-09-06
9005989,2018-09-08
9005989,2018-09-10
9005989,2018-09-11
9005989,2018-09-12
9005989,2018-09-17
9005989,2018-09-22
9005989,2018-09-23
9005989,2018-09-24
9005989,2018-09-26
9005989,2018-09-29
9005989,2018-09-30
9005989,2018-10-04
9005989,2018-10-06
9005989,2018-10-08
9005989,2018-10-15
9005989,2018-10-16
9005989,2018-10-18
9005989,2018-10-20
9005989,2018-10-21
9005989,2018-10-26
9005989,2018-10-30
9005989,2018-11-02
9005989,2018-11-04
9005989,2018-11-05
9005989,2018-11-07
9005989,2018-11-11
9005989,2018-11-16
